analysis             sr                         o          b          db              s          ds             s95obs    s95exp    robscons          rexpcons          
atlas_1807_07447     1m1e1g3j                   0.0        0.3        0.12            0.0        222.934        3.0       2.9       0                 0                 
atlas_1807_07447     1m1e1j                     420.0      377.0      43.0            2675.208   772.392466034  122.0     91.0      11.5449537353     15.4778500627     
atlas_1807_07447     1m1e2b                     167.0      160.0      26.0            0.0        222.934        57.0      54.0      0                 0                 
atlas_1807_07447     1m1e2b1j                   338.0      291.0      33.0            445.868    315.28488982   107.0     75.0      0                 0                 
atlas_1807_07447     1m1e2b2j                   85.0       71.0       10.0            0.0        222.934        37.0      27.0      0                 0                 
atlas_1807_07447     1m1e2b3j                   23.0       16.4       2.7             0.0        222.934        16.8      11.5      0                 0                 
atlas_1807_07447     1m1e2b4j                   2.0        3.0        0.7             0.0        222.934        4.1       4.9       0                 0                 
atlas_1807_07447     1m1e2b5j                   1.0        0.58       0.12            0.0        222.934        3.75      2.98      0                 0                 
atlas_1807_07447     1m1e2b6j                   0.0        0.12       0.04            0.0        222.934        2.97      2.92      0                 0                 
atlas_1807_07447     1m1e2j                     165.0      133.0      21.0            668.802    386.148820275  70.0      49.0      0.507399067832    0.724855811188    
atlas_1807_07447     1m1e3b                     20.0       14.9       6.1             0.0        222.934        18.1      15.3      0                 0                 
atlas_1807_07447     1m1e3b1j                   7.0        6.9        1.8             0.0        222.934        7.3       7.2       0                 0                 
atlas_1807_07447     1m1e3b2j                   7.0        2.6        0.7             0.0        222.934        10.2      5.3       0                 0                 
atlas_1807_07447     1m1e3b3j                   1.0        0.6        0.6             0.0        222.934        3.8       3.5       0                 0                 
atlas_1807_07447     1m1e3b4j                   0.0        0.15       0.15            0.0        222.934        2.98      2.84      0                 0                 
atlas_1807_07447     1m1e3j                     136.0      108.0      20.0            0.0        222.934        64.0      46.0      0                 0                 
atlas_1807_07447     1m1e4b                     1.0        0.52       0.35            0.0        222.934        3.75      3.16      0                 0                 
atlas_1807_07447     1m1e4b1j                   1.0        0.33       0.1             0.0        222.934        3.83      3.0       0                 0                 
atlas_1807_07447     1m1e4b2j                   2.0        0.1        0.04            0.0        222.934        5.5       3.1       0                 0                 
atlas_1807_07447     1m1e4j                     25.0       21.0       6.0             0.0        222.934        18.0      16.0      0                 0                 
atlas_1807_07447     1m1e5j                     3.0        3.6        0.9             0.0        222.934        4.9       5.3       0                 0                 
atlas_1807_07447     1m1e6j                     0.0        0.65       0.65            0.0        222.934        3.13      3.02      0                 0                 
atlas_1807_07447     1m1e7j                     1.0        0.1        0.1             0.0        222.934        4.0       2.9       0                 0                 
atlas_1807_07447     1m1g                       75.0       63.0       13.0            0.0        222.934        39.0      31.0      0                 0                 
atlas_1807_07447     1m1g1b                     5.0        7.7        1.6             0.0        222.934        5.2       7.2       0                 0                 
atlas_1807_07447     1m1g1b1j                   11.0       9.0        1.9             0.0        222.934        10.0      8.0       0                 0                 
atlas_1807_07447     1m1g1b2j                   30.0       30.0       9.0             0.0        222.934        19.0      19.0      0                 0                 
atlas_1807_07447     1m1g1b3j                   12.0       11.0       2.6             0.0        222.934        10.0      9.0       0                 0                 
atlas_1807_07447     1m1g1b4j                   3.0        2.8        0.8             0.0        222.934        5.4       5.1       0                 0                 
atlas_1807_07447     1m1g1b5j                   0.0        1.0        0.36            0.0        222.934        3.0       3.0       0                 0                 
atlas_1807_07447     1m1g1j                     102.0      83.0       19.0            222.934    222.937041819  54.0      41.0      0                 0                 
atlas_1807_07447     1m1g2b                     3.0        1.9        1.0             0.0        222.934        6.0       5.0       0                 0                 
atlas_1807_07447     1m1g2b1j                   19.0       14.4       5.1             0.0        222.934        16.7      13.6      0                 0                 
atlas_1807_07447     1m1g2b2j                   3.0        7.5        2.1             0.0        222.934        4.2       7.1       0                 0                 
atlas_1807_07447     1m1g2b3j                   2.0        2.2        0.7             0.0        222.934        4.5       4.8       0                 0                 
atlas_1807_07447     1m1g2b4j                   0.0        0.7        0.25            0.0        222.934        3.0       3.0       0                 0                 
atlas_1807_07447     1m1g2b5j                   0.0        0.12       0.07            0.0        222.934        2.9       2.94      0                 0                 
atlas_1807_07447     1m1g2j                     41.0       34.5       7.0             0.0        222.934        23.5      19.2      0                 0                 
atlas_1807_07447     1m1g3b                     0.0        0.7        0.6             0.0        222.934        3.0       3.0       0                 0                 
atlas_1807_07447     1m1g3b1j                   1.0        0.9        0.3             0.0        222.934        3.9       3.1       0                 0                 
atlas_1807_07447     1m1g3b2j                   0.0        0.4        0.16            0.0        222.934        3.0       2.9       0                 0                 
atlas_1807_07447     1m1g3j                     46.0       45.0       9.4             0.0        222.934        22.0      21.0      0                 0                 
atlas_1807_07447     1m1g4j                     5.0        11.4       2.4             0.0        222.934        4.6       8.2       0                 0                 
atlas_1807_07447     1m1g5j                     4.0        2.1        0.5             0.0        222.934        6.8       4.7       0                 0                 
atlas_1807_07447     1m1g6j                     1.0        0.38       0.13            0.0        222.934        3.81      3.06      0                 0                 
atlas_1807_07447     1m1j                       40743.0    39600.0    8500.0          42803.328  3097.14614779  14187.0   13771.0   2.65905464986     2.73938046022     
atlas_1807_07447     1m2b                       584.0      617.0      72.0            0.0        222.934        112.0     127.0     0                 0                 
atlas_1807_07447     1m2b1j                     7653.0     6850.0     1010.0          8025.624   1338.26087615  2337.0    1898.0    2.49502617163     3.07211599742     
atlas_1807_07447     1m2b2j                     3173.0     2700.0     500.0           3344.01    863.596366159  1202.0    958.0     1.60375371007     2.01222542745     
atlas_1807_07447     1m2b3j                     944.0      800.0      120.0           2006.406   668.884124638  332.0     240.0     2.73926516745     3.78931681497     
atlas_1807_07447     1m2b4j                     207.0      196.0      36.0            445.868    315.28488982   77.0      68.0      0                 0                 
atlas_1807_07447     1m2b5j                     40.0       46.8       11.6            0.0        222.934        18.4      22.8      0                 0                 
atlas_1807_07447     1m2b6j                     8.0        8.5        4.0             0.0        222.934        8.7       9.2       0                 0                 
atlas_1807_07447     1m2b7j                     1.0        1.5        0.6             0.0        222.934        3.5       4.1       0                 0                 
atlas_1807_07447     1m2b8j                     0.0        0.27       0.08            0.0        222.934        2.95      2.95      0                 0                 
atlas_1807_07447     1m2e                       34.0       42.7       5.8             0.0        222.934        11.7      16.4      0                 0                 
atlas_1807_07447     1m2e1b                     1.0        2.1        0.65            0.0        222.934        3.5       4.4       0                 0                 
atlas_1807_07447     1m2e1b1j                   0.0        1.3        0.2             0.0        222.934        3.1       4.0       0                 0                 
atlas_1807_07447     1m2e1b2j                   1.0        0.55       0.1             0.0        222.934        3.74      2.93      0                 0                 
atlas_1807_07447     1m2e1b3j                   0.0        0.18       0.05            0.0        222.934        2.92      2.94      0                 0                 
atlas_1807_07447     1m2e1j                     19.0       12.9       1.7             0.0        222.934        15.0      9.5       0                 0                 
atlas_1807_07447     1m2e2b                     0.0        0.34       0.15            0.0        222.934        2.94      2.91      0                 0                 
atlas_1807_07447     1m2e2b1j                   1.0        0.26       0.07            0.0        222.934        3.89      3.0       0                 0                 
atlas_1807_07447     1m2e2b2j                   0.0        0.14       0.04            0.0        222.934        2.95      2.94      0                 0                 
atlas_1807_07447     1m2e2b5j                   1.0        0.1        0.1             0.0        222.934        4.0       3.0       0                 0                 
atlas_1807_07447     1m2e2j                     4.0        3.6        1.5             0.0        222.934        6.2       6.0       0                 0                 
atlas_1807_07447     1m2e3j                     1.0        1.1        0.23            0.0        222.934        3.6       3.8       0                 0                 
atlas_1807_07447     1m2e4j                     0.0        0.29       0.16            0.0        222.934        2.91      2.88      0                 0                 
atlas_1807_07447     1m2g                       0.0        0.26       0.11            0.0        222.934        2.97      2.93      0                 0                 
atlas_1807_07447     1m2g1b2j                   0.0        0.12       0.05            0.0        222.934        2.95      2.95      0                 0                 
atlas_1807_07447     1m2g1j                     0.0        0.32       0.14            0.0        222.934        2.92      2.93      0                 0                 
atlas_1807_07447     1m2g3j                     0.0        0.24       0.1             0.0        222.934        2.96      2.9       0                 0                 
atlas_1807_07447     1m2j                       14307.0    14300.0    4000.0          16942.984  1945.50788941  5920.0    5924.0    2.32303227388     2.32146371731     
atlas_1807_07447     1m3b                       496.0      380.0      56.0            0.0        222.934        206.0     128.0     0                 0                 
atlas_1807_07447     1m3b1j                     422.0      295.0      44.0            445.868    315.28488982   198.0     111.0     0                 0                 
atlas_1807_07447     1m3b2j                     175.0      125.0      23.0            222.934    222.937041819  90.0      57.0      0                 0                 
atlas_1807_07447     1m3b3j                     41.0       41.0       10.0            0.0        222.934        22.0      22.0      0                 0                 
atlas_1807_07447     1m3b4j                     15.0       10.8       2.3             0.0        222.934        12.9      9.4       0                 0                 
atlas_1807_07447     1m3b5j                     4.0        2.4        1.9             0.0        222.934        7.4       6.5       0                 0                 
atlas_1807_07447     1m3b6j                     0.0        0.5        0.3             0.0        222.934        3.0       3.0       0                 0                 
atlas_1807_07447     1m3b7j                     0.0        0.21       0.18            0.0        222.934        2.97      2.85      0                 0                 
atlas_1807_07447     1m3e                       0.0        0.11       0.09            0.0        222.934        2.99      2.9       0                 0                 
atlas_1807_07447     1m3j                       23606.0    21100.0    7500.0          5796.284   1137.14801518  12514.0   11685.0   0.314157044519    0.336445122388    
atlas_1807_07447     1m4b                       21.0       9.6        4.5             0.0        222.934        22.3      15.3      0                 0                 
atlas_1807_07447     1m4b1j                     8.0        8.6        2.4             0.0        222.934        7.8       8.2       0                 0                 
atlas_1807_07447     1m4b2j                     10.0       5.0        2.1             0.0        222.934        12.0      9.0       0                 0                 
atlas_1807_07447     1m4b3j                     2.0        1.7        0.9             0.0        222.934        4.8       4.6       0                 0                 
atlas_1807_07447     1m4b4j                     0.0        0.5        0.3             0.0        222.934        3.0       2.9       0                 0                 
atlas_1807_07447     1m4b5j                     0.0        0.16       0.18            0.0        222.934        2.96      2.81      0                 0                 
atlas_1807_07447     1m4j                       4391.0     3930.0     1250.0          1560.538   589.884255756  2195.0    2009.0    0.270217685904    0.295235351199    
atlas_1807_07447     1m5b                       1.0        0.25       0.08            0.0        222.934        3.76      3.04      0                 0                 
atlas_1807_07447     1m5b1j                     1.0        0.36       0.14            0.0        222.934        3.59      3.03      0                 0                 
atlas_1807_07447     1m5b2j                     0.0        0.15       0.07            0.0        222.934        2.93      2.94      0                 0                 
atlas_1807_07447     1m5j                       794.0      711.0      220.0           445.868    315.28488982   394.0     362.0     0                 0                 
atlas_1807_07447     1m6j                       170.0      122.0      34.0            0.0        222.934        100.0     74.0      0                 0                 
atlas_1807_07447     1m7j                       25.0       21.0       8.0             0.0        222.934        20.0      18.0      0                 0                 
atlas_1807_07447     1m8j                       4.0        3.7        1.6             0.0        222.934        6.5       6.0       0                 0                 
atlas_1807_07447     1m9j                       1.0        0.6        0.4             0.0        222.934        3.4       3.3       0                 0                 
atlas_1807_07447     2b                         1281.0     1281.0     125.0           0.0        222.934        237.0     237.0     0                 0                 
atlas_1807_07447     2b1j                       4706.0     4706.0     620.0           75128.758  4111.29949391  1068.0    1068.0    64.0320475936     64.0320475936     
atlas_1807_07447     2b2j                       5007.0     5164.0     680.0           40351.054  3006.6683019   1054.0    1124.0    33.6054250331     31.5125604848     
atlas_1807_07447     2b3j                       3146.0     3146.0     530.0           21847.532  2209.88307644  877.0     877.0     20.7791604956     20.7791604956     
atlas_1807_07447     2b4j                       1363.0     1363.0     330.0           6910.954   1241.76889317  513.0     513.0     9.50185772942     9.50185772942     
atlas_1807_07447     2b5j                       475.0      475.0      134.0           2006.406   668.884124638  206.0     206.0     4.41473803686     4.41473803686     
atlas_1807_07447     2b6j                       134.0      134.0      43.0            668.802    386.148820275  68.0      68.0      0.522322569827    0.522322569827    
atlas_1807_07447     2b7j                       42.0       42.5       15.4            222.934    222.937041819  26.1      26.4      0                 0                 
atlas_1807_07447     2b8j                       11.0       10.9       3.5             0.0        222.934        10.2      9.8       0                 0                 
atlas_1807_07447     2b9j                       1.0        0.8        0.8             0.0        222.934        3.8       3.8       0                 0                 
atlas_1807_07447     2e                         371060.0   408000.0   71000.0         0.0        222.934        89794.0   105216.0  0                 0                 
atlas_1807_07447     2e1b                       3831.0     3480.0     600.0           0.0        222.934        1271.0    1074.0    0                 0                 
atlas_1807_07447     2e1b1j                     1565.0     1333.0     280.0           891.736    445.892334056  641.0     529.0     0.25034722644     0.303350798011    
atlas_1807_07447     2e1b2j                     371.0      327.0      70.0            0.0        222.934        157.0     131.0     0                 0                 
atlas_1807_07447     2e1b3j                     75.0       77.0       19.0            222.934    222.937041819  34.0      35.0      0                 0                 
atlas_1807_07447     2e1b4j                     22.0       15.7       3.9             0.0        222.934        17.4      12.7      0                 0                 
atlas_1807_07447     2e1b5j                     2.0        3.3        1.1             0.0        222.934        4.1       5.4       0                 0                 
atlas_1807_07447     2e1b6j                     1.0        0.7        0.7             0.0        222.934        3.8       3.6       0                 0                 
atlas_1807_07447     2e1b7j                     1.0        0.13       0.08            0.0        222.934        3.96      3.0       0                 0                 
atlas_1807_07447     2e1g                       106.0      88.0       20.0            0.0        222.934        55.0      42.0      0                 0                 
atlas_1807_07447     2e1g1b                     4.0        3.6        0.8             0.0        222.934        6.1       5.5       0                 0                 
atlas_1807_07447     2e1g1b1j                   2.0        2.5        0.5             0.0        222.934        4.4       4.8       0                 0                 
atlas_1807_07447     2e1g1b2j                   0.0        0.9        0.3             0.0        222.934        3.0       3.0       0                 0                 
atlas_1807_07447     2e1g1b3j                   0.0        0.16       0.07            0.0        222.934        2.96      2.93      0                 0                 
atlas_1807_07447     2e1g1j                     39.0       34.4       7.9             0.0        222.934        22.5      19.6      0                 0                 
atlas_1807_07447     2e1g2b                     1.0        0.9        0.4             0.0        222.934        3.8       3.3       0                 0                 
atlas_1807_07447     2e1g2b1j                   1.0        0.38       0.13            0.0        222.934        3.78      3.03      0                 0                 
atlas_1807_07447     2e1g2j                     10.0       8.1        1.7             0.0        222.934        9.4       7.8       0                 0                 
atlas_1807_07447     2e1g3b                     1.0        0.1        0.1             0.0        222.934        4.0       3.1       0                 0                 
atlas_1807_07447     2e1g3j                     0.0        2.3        0.6             0.0        222.934        3.0       4.5       0                 0                 
atlas_1807_07447     2e1g4j                     0.0        0.45       0.14            0.0        222.934        2.96      2.91      0                 0                 
atlas_1807_07447     2e1g5j                     0.0        0.11       0.06            0.0        222.934        2.94      2.91      0                 0                 
atlas_1807_07447     2e1j                       26950.0    27000.0    6800.0          1114.67    498.529586141  10258.0   10360.0   0.028960955228    0.0286758184101   
atlas_1807_07447     2e2b                       562.0      495.0      86.0            0.0        222.934        202.0     165.0     0                 0                 
atlas_1807_07447     2e2b1j                     190.0      178.0      24.0            0.0        222.934        61.0      51.0      0                 0                 
atlas_1807_07447     2e2b2j                     53.0       44.0       6.0             0.0        222.934        26.0      19.0      0                 0                 
atlas_1807_07447     2e2b3j                     11.0       10.0       1.7             0.0        222.934        9.0       8.0       0                 0                 
atlas_1807_07447     2e2b4j                     1.0        2.2        0.6             0.0        222.934        3.5       4.5       0                 0                 
atlas_1807_07447     2e2b5j                     1.0        0.5        0.2             0.0        222.934        3.8       3.1       0                 0                 
atlas_1807_07447     2e2g                       0.0        0.3        0.1             0.0        222.934        3.0       2.9       0                 0                 
atlas_1807_07447     2e2j                       5623.0     5275.0     1800.0          0.0        222.934        2820.0    2692.0    0                 0                 
atlas_1807_07447     2e3b                       7.0        8.8        2.2             0.0        222.934        6.8       8.0       0                 0                 
atlas_1807_07447     2e3b1j                     8.0        4.2        1.6             0.0        222.934        10.4      7.1       0                 0                 
atlas_1807_07447     2e3b2j                     2.0        1.2        0.26            0.0        222.934        4.6       4.0       0                 0                 
atlas_1807_07447     2e3b3j                     1.0        0.38       0.34            0.0        222.934        3.67      3.22      0                 0                 
atlas_1807_07447     2e3b4j                     1.0        0.1        0.28            0.0        222.934        4.1       3.6       0                 0                 
atlas_1807_07447     2e3j                       1032.0     970.0      320.0           0.0        222.934        511.0     490.0     0                 0                 
atlas_1807_07447     2e4b                       0.0        0.22       0.06            0.0        222.934        2.94      2.96      0                 0                 
atlas_1807_07447     2e4b1j                     0.0        0.13       0.04            0.0        222.934        2.95      2.94      0                 0                 
atlas_1807_07447     2e4j                       178.0      172.0      65.0            0.0        222.934        99.0      97.0      0                 0                 
atlas_1807_07447     2e5j                       38.0       33.0       12.0            0.0        222.934        27.0      24.0      0                 0                 
atlas_1807_07447     2e6j                       2.0        6.0        3.1             0.0        222.934        4.1       6.2       0                 0                 
atlas_1807_07447     2e7j                       1.0        1.0        0.5             0.0        222.934        3.4       3.4       0                 0                 
atlas_1807_07447     2e8j                       0.0        0.2        0.16            0.0        222.934        3.0       2.9       0                 0                 
atlas_1807_07447     2g                         2541.0     2860.0     750.0           0.0        222.934        886.0     1015.0    0                 0                 
atlas_1807_07447     2g1b                       63.0       47.0       12.0            0.0        222.934        38.0      29.0      0                 0                 
atlas_1807_07447     2g1b1j                     31.0       39.0       10.0            0.0        222.934        15.0      19.0      0                 0                 
atlas_1807_07447     2g1b2j                     13.0       15.5       4.6             0.0        222.934        9.7       11.2      0                 0                 
atlas_1807_07447     2g1b3j                     3.0        5.0        1.7             0.0        222.934        5.0       6.0       0                 0                 
atlas_1807_07447     2g1b4j                     3.0        1.2        0.3             0.0        222.934        6.2       3.9       0                 0                 
atlas_1807_07447     2g1b5j                     0.0        0.33       0.2             0.0        222.934        2.94      2.86      0                 0                 
atlas_1807_07447     2g1j                       971.0      1030.0     270.0           0.0        222.934        367.0     390.0     0                 0                 
atlas_1807_07447     2g2b                       5.0        3.0        0.9             0.0        222.934        8.0       6.0       0                 0                 
atlas_1807_07447     2g2b1j                     2.0        2.1        0.54            0.0        222.934        4.5       4.6       0                 0                 
atlas_1807_07447     2g2b2j                     1.0        1.1        0.3             0.0        222.934        3.6       3.8       0                 0                 
atlas_1807_07447     2g2b3j                     0.0        0.34       0.1             0.0        222.934        2.93      2.9       0                 0                 
atlas_1807_07447     2g2j                       393.0      361.0      95.0            0.0        222.934        176.0     161.0     0                 0                 
atlas_1807_07447     2g3j                       94.0       92.0       27.0            0.0        222.934        47.0      46.0      0                 0                 
atlas_1807_07447     2g4j                       17.0       21.0       5.4             0.0        222.934        10.0      13.0      0                 0                 
atlas_1807_07447     2g5j                       5.0        3.8        1.3             0.0        222.934        7.3       6.3       0                 0                 
atlas_1807_07447     2g6j                       2.0        1.3        0.7             0.0        222.934        4.7       4.2       0                 0                 
atlas_1807_07447     2g7j                       0.0        0.33       0.2             0.0        222.934        2.96      2.9       0                 0                 
atlas_1807_07447     2j                         327865.0   328000.0   43000.0         190608.57  6594.2846672   72539.0   72381.0   2.47858315039     2.48399363294     
atlas_1807_07447     2m                         639080.0   703000.0   96000.0         0.0        222.934        119778.0  146184.0  0                 0                 
atlas_1807_07447     2m1b                       5275.0     4640.0     470.0           0.0        222.934        1355.0    939.0     0                 0                 
atlas_1807_07447     2m1b1j                     1836.0     1780.0     240.0           1114.67    498.529586141  468.0     428.0     0.634789484462    0.694115604506    
atlas_1807_07447     2m1b2j                     495.0      435.0      76.0            222.934    222.937041819  182.0     147.0     0                 0                 
atlas_1807_07447     2m1b3j                     94.0       100.0      21.0            0.0        222.934        35.0      39.0      0                 0                 
atlas_1807_07447     2m1b4j                     20.0       20.2       5.9             0.0        222.934        13.7      14.1      0                 0                 
atlas_1807_07447     2m1b5j                     4.0        3.8        2.0             0.0        222.934        6.4       6.3       0                 0                 
atlas_1807_07447     2m1b6j                     1.0        0.7        0.23            0.0        222.934        3.7       3.0       0                 0                 
atlas_1807_07447     2m1b7j                     1.0        0.1        0.1             0.0        222.934        4.0       3.0       0                 0                 
atlas_1807_07447     2m1e                       85.0       72.0       8.0             0.0        222.934        36.0      24.0      0                 0                 
atlas_1807_07447     2m1e1b                     4.0        2.4        0.4             0.0        222.934        6.6       4.7       0                 0                 
atlas_1807_07447     2m1e1b1j                   1.0        1.6        0.25            0.0        222.934        3.6       3.8       0                 0                 
atlas_1807_07447     2m1e1b2j                   0.0        0.64       1.0             0.0        222.934        3.09      3.05      0                 0                 
atlas_1807_07447     2m1e1b3j                   2.0        0.23       0.29            0.0        222.934        5.66      3.99      0                 0                 
atlas_1807_07447     2m1e1g1j                   1.0        0.1        0.1             0.0        222.934        4.0       2.9       0                 0                 
atlas_1807_07447     2m1e1j                     27.0       21.0       2.9             0.0        222.934        18.0      12.0      0                 0                 
atlas_1807_07447     2m1e2b                     0.0        0.5        0.1             0.0        222.934        3.0       2.9       0                 0                 
atlas_1807_07447     2m1e2b1j                   2.0        0.31       0.08            0.0        222.934        5.39      3.06      0                 0                 
atlas_1807_07447     2m1e2b2j                   0.0        0.17       0.08            0.0        222.934        2.94      2.9       0                 0                 
atlas_1807_07447     2m1e2j                     7.0        5.4        1.2             0.0        222.934        8.2       6.6       0                 0                 
atlas_1807_07447     2m1e3j                     1.0        1.5        0.7             0.0        222.934        3.6       4.1       0                 0                 
atlas_1807_07447     2m1e4j                     0.0        0.28       0.25            0.0        222.934        3.01      2.83      0                 0                 
atlas_1807_07447     2m1g                       132.0      118.0      30.0            0.0        222.934        63.0      56.0      0                 0                 
atlas_1807_07447     2m1g1b                     8.0        5.6        1.5             0.0        222.934        9.2       7.0       0                 0                 
atlas_1807_07447     2m1g1b1j                   2.0        2.9        0.9             0.0        222.934        4.3       5.0       0                 0                 
atlas_1807_07447     2m1g1b2j                   1.0        1.1        0.3             0.0        222.934        3.3       3.8       0                 0                 
atlas_1807_07447     2m1g1b3j                   0.0        0.36       0.11            0.0        222.934        2.94      2.93      0                 0                 
atlas_1807_07447     2m1g1j                     43.0       43.0       9.0             0.0        222.934        21.0      21.0      0                 0                 
atlas_1807_07447     2m1g2b                     2.0        0.9        0.3             0.0        222.934        4.8       3.6       0                 0                 
atlas_1807_07447     2m1g2b1j                   1.0        0.6        0.2             0.0        222.934        3.7       3.0       0                 0                 
atlas_1807_07447     2m1g2b2j                   0.0        0.22       0.22            0.0        222.934        2.99      2.81      0                 0                 
atlas_1807_07447     2m1g2j                     21.0       10.4       2.6             0.0        222.934        20.0      11.5      0                 0                 
atlas_1807_07447     2m1g3j                     4.0        2.65       0.7             0.0        222.934        6.52      5.14      0                 0                 
atlas_1807_07447     2m1g4j                     0.0        0.4        0.12            0.0        222.934        2.9       2.9       0                 0                 
atlas_1807_07447     2m1j                       35938.0    37100.0    6400.0          668.802    386.148820275  9481.0    10160.0   0.00374622241834  0.00349585971931  
atlas_1807_07447     2m2b                       660.0      660.0      90.0            0.0        222.934        160.0     160.0     0                 0                 
atlas_1807_07447     2m2b1j                     269.0      230.0      31.0            0.0        222.934        95.0      68.0      0                 0                 
atlas_1807_07447     2m2b2j                     83.0       54.5       14.0            0.0        222.934        54.4      36.6      0                 0                 
atlas_1807_07447     2m2b3j                     22.0       13.3       2.8             0.0        222.934        19.2      11.3      0                 0                 
atlas_1807_07447     2m2b4j                     3.0        3.4        1.4             0.0        222.934        5.3       5.5       0                 0                 
atlas_1807_07447     2m2b5j                     0.0        0.46       0.1             0.0        222.934        2.94      2.92      0                 0                 
atlas_1807_07447     2m2b6j                     0.0        0.12       0.08            0.0        222.934        2.93      2.92      0                 0                 
atlas_1807_07447     2m2e                       8.0        4.9        3.1             0.0        222.934        11.0      9.0       0                 0                 
atlas_1807_07447     2m2e1b                     0.0        0.18       0.09            0.0        222.934        2.9       2.89      0                 0                 
atlas_1807_07447     2m2e1b1j                   0.0        0.11       0.06            0.0        222.934        2.93      2.92      0                 0                 
atlas_1807_07447     2m2e1j                     0.0        0.8        0.7             0.0        222.934        3.1       3.2       0                 0                 
atlas_1807_07447     2m2e2j                     0.0        0.38       0.16            0.0        222.934        2.92      2.9       0                 0                 
atlas_1807_07447     2m2g                       0.0        0.5        0.14            0.0        222.934        2.9       2.9       0                 0                 
atlas_1807_07447     2m2g2j                     1.0        0.1        0.1             0.0        222.934        4.0       3.1       0                 0                 
atlas_1807_07447     2m2j                       7499.0     7500.0     1900.0          222.934    222.937041819  2873.0    2899.0    0                 0                 
atlas_1807_07447     2m3b                       16.0       9.1        3.4             0.0        222.934        16.7      11.3      0                 0                 
atlas_1807_07447     2m3b1j                     4.0        4.8        3.0             0.0        222.934        6.3       6.8       0                 0                 
atlas_1807_07447     2m3b2j                     1.0        2.2        0.8             0.0        222.934        3.6       4.6       0                 0                 
atlas_1807_07447     2m3b3j                     1.0        0.4        0.07            0.0        222.934        3.8       2.9       0                 0                 
atlas_1807_07447     2m3j                       1422.0     1330.0     450.0           222.934    222.937041819  721.0     686.0     0                 0                 
atlas_1807_07447     2m4b                       0.0        0.24       0.34            0.0        222.934        3.06      2.9       0                 0                 
atlas_1807_07447     2m4b1j                     0.0        0.16       0.05            0.0        222.934        2.91      2.93      0                 0                 
atlas_1807_07447     2m4j                       237.0      245.0      82.0            0.0        222.934        116.0     116.0     0                 0                 
atlas_1807_07447     2m5j                       44.0       41.0       15.0            0.0        222.934        29.0      27.0      0                 0                 
atlas_1807_07447     2m6j                       4.0        8.3        3.5             0.0        222.934        5.1       7.6       0                 0                 
atlas_1807_07447     2m7j                       2.0        2.0        1.3             0.0        222.934        5.0       5.0       0                 0                 
atlas_1807_07447     2m8j                       1.0        0.24       0.15            0.0        222.934        3.79      3.12      0                 0                 
atlas_1807_07447     3b                         147.0      147.0      26.0            0.0        222.934        50.0      50.0      0                 0                 
atlas_1807_07447     3b1j                       349.0      360.0      47.0            6242.152   1180.10644483  81.0      89.0      53.1700917344     48.3907576459     
atlas_1807_07447     3b2j                       328.0      328.0      80.0            2006.406   668.884124638  129.0     129.0     7.04989174878     7.04989174878     
atlas_1807_07447     3b3j                       226.0      226.0      64.0            1114.67    498.529586141  101.0     101.0     2.94140077949     2.94140077949     
atlas_1807_07447     3b4j                       101.0      104.0      30.0            1114.67    498.529586141  47.0      49.0      6.32088252614     6.06288732099     
atlas_1807_07447     3b5j                       35.0       35.0       16.0            0.0        222.934        25.0      25.0      0                 0                 
atlas_1807_07447     3b6j                       9.0        9.0        4.0             0.0        222.934        10.0      10.0      0                 0                 
atlas_1807_07447     3b7j                       3.0        1.7        0.9             0.0        222.934        6.0       4.9       0                 0                 
atlas_1807_07447     3b8j                       0.0        0.3        0.2             0.0        222.934        3.0       2.9       0                 0                 
atlas_1807_07447     3b9j                       0.0        0.1        0.15            0.0        222.934        2.9       2.8       0                 0                 
atlas_1807_07447     3e                         39.0       48.0       4.5             0.0        222.934        11.0      17.0      0                 0                 
atlas_1807_07447     3e1b                       1.0        1.29       0.34            0.0        222.934        3.55      3.98      0                 0                 
atlas_1807_07447     3e1b1j                     1.0        1.0        0.3             0.0        222.934        4.0       4.0       0                 0                 
atlas_1807_07447     3e1b2j                     0.0        0.42       0.17            0.0        222.934        2.98      2.9       0                 0                 
atlas_1807_07447     3e1b3j                     1.0        0.17       0.09            0.0        222.934        3.87      2.99      0                 0                 
atlas_1807_07447     3e1j                       8.0        15.7       1.8             0.0        222.934        5.1       9.3       0                 0                 
atlas_1807_07447     3e2b                       0.0        0.23       0.08            0.0        222.934        2.96      2.92      0                 0                 
atlas_1807_07447     3e2b1j                     0.0        0.2        0.13            0.0        222.934        3.0       2.9       0                 0                 
atlas_1807_07447     3e2b2j                     0.0        0.12       0.03            0.0        222.934        2.93      2.93      0                 0                 
atlas_1807_07447     3e2j                       6.0        4.3        1.0             0.0        222.934        7.8       6.3       0                 0                 
atlas_1807_07447     3e3j                       3.0        1.2        0.45            0.0        222.934        6.0       4.0       0                 0                 
atlas_1807_07447     3e4j                       0.0        0.25       0.19            0.0        222.934        2.94      2.87      0                 0                 
atlas_1807_07447     3g                         1.0        0.1        1.0             0.0        222.934        4.6       4.3       0                 0                 
atlas_1807_07447     3g1j                       0.0        0.15       0.1             0.0        222.934        2.97      2.91      0                 0                 
