analysis             sr                         signal_normevents  signal_err_tot  
atlas_2004_14060     SRA-TT                     0.0                9653.55         
atlas_2004_14060     SRA-TW                     0.0                9653.55         
atlas_2004_14060     SRB-T0                     0.0                9653.55         
atlas_2004_14060     SRB-TT                     0.0                9653.55         
atlas_2004_14060     SRB-TW                     0.0                9653.55         
atlas_2004_14060     SRD0                       0.0                9653.55         
atlas_2004_14060     SRD1                       0.0                9653.55         
atlas_2004_14060     SRD2                       0.0                9653.55         
atlas_2010_14293     BDT-GGd1                   0.0                9653.55         
atlas_2010_14293     BDT-GGd2                   0.0                9653.55         
atlas_2010_14293     BDT-GGd3                   0.0                9653.55         
atlas_2010_14293     BDT-GGd4                   0.0                9653.55         
atlas_2010_14293     BDT-GGo1                   0.0                9653.55         
atlas_2010_14293     BDT-GGo2                   0.0                9653.55         
atlas_2010_14293     BDT-GGo3                   0.0                9653.55         
atlas_2010_14293     BDT-GGo4                   0.0                9653.55         
atlas_2010_14293     MB-C-2-1600-16             0.0                9653.55         
atlas_2010_14293     MB-C-2-1600-22             0.0                9653.55         
atlas_2010_14293     MB-C-2-2200-16             0.0                9653.55         
atlas_2010_14293     MB-C-2-2200-22             0.0                9653.55         
atlas_2010_14293     MB-C-2-2800-16             0.0                9653.55         
atlas_2010_14293     MB-C-2-2800-22             0.0                9653.55         
atlas_2010_14293     MB-C-4-1600-16             0.0                9653.55         
atlas_2010_14293     MB-C-4-1600-22             0.0                9653.55         
atlas_2010_14293     MB-C-4-2200-16             0.0                9653.55         
atlas_2010_14293     MB-C-4-2200-22             0.0                9653.55         
atlas_2010_14293     MB-C-4-2800-16             0.0                9653.55         
atlas_2010_14293     MB-C-4-2800-22             0.0                9653.55         
atlas_2010_14293     MB-C-5-1600-16             0.0                9653.55         
atlas_2010_14293     MB-C-5-1600-22             0.0                9653.55         
atlas_2010_14293     MB-C-5-2200-16             0.0                9653.55         
atlas_2010_14293     MB-C-5-2200-22             0.0                9653.55         
atlas_2010_14293     MB-C-5-2800-16             0.0                9653.55         
atlas_2010_14293     MB-C-5-2800-22             0.0                9653.55         
atlas_2010_14293     MB-GGd-4-1000-10           0.0                9653.55         
atlas_2010_14293     MB-GGd-4-1000-16           0.0                9653.55         
atlas_2010_14293     MB-GGd-4-1000-22           0.0                9653.55         
atlas_2010_14293     MB-GGd-4-1600-10           0.0                9653.55         
atlas_2010_14293     MB-GGd-4-1600-16           0.0                9653.55         
atlas_2010_14293     MB-GGd-4-1600-22           0.0                9653.55         
atlas_2010_14293     MB-GGd-4-2200-10           0.0                9653.55         
atlas_2010_14293     MB-GGd-4-2200-16           0.0                9653.55         
atlas_2010_14293     MB-GGd-4-2200-22           0.0                9653.55         
atlas_2010_14293     MB-GGd-4-2800-10           0.0                9653.55         
atlas_2010_14293     MB-GGd-4-2800-16           0.0                9653.55         
atlas_2010_14293     MB-GGd-4-2800-22           0.0                9653.55         
atlas_2010_14293     MB-GGd-4-3400-10           0.0                9653.55         
atlas_2010_14293     MB-GGd-4-3400-16           0.0                9653.55         
atlas_2010_14293     MB-GGd-4-3400-22           0.0                9653.55         
atlas_2010_14293     MB-GGd-4-4000-10           0.0                9653.55         
atlas_2010_14293     MB-GGd-4-4000-16           0.0                9653.55         
atlas_2010_14293     MB-GGd-4-4000-22           0.0                9653.55         
atlas_2010_14293     MB-SSd-2-1000-10           0.0                9653.55         
atlas_2010_14293     MB-SSd-2-1000-16           0.0                9653.55         
atlas_2010_14293     MB-SSd-2-1000-22           0.0                9653.55         
atlas_2010_14293     MB-SSd-2-1600-10           0.0                9653.55         
atlas_2010_14293     MB-SSd-2-1600-16           0.0                9653.55         
atlas_2010_14293     MB-SSd-2-1600-22           0.0                9653.55         
atlas_2010_14293     MB-SSd-2-2200-16           0.0                9653.55         
atlas_2010_14293     MB-SSd-2-2200-22           0.0                9653.55         
atlas_2010_14293     MB-SSd-2-2800-16           0.0                9653.55         
atlas_2010_14293     MB-SSd-2-2800-22           0.0                9653.55         
atlas_2010_14293     MB-SSd-2-3400-22           0.0                9653.55         
atlas_2010_14293     MB-SSd-2-3400-28           0.0                9653.55         
atlas_2010_14293     MB-SSd-2-4000-22           0.0                9653.55         
atlas_2010_14293     MB-SSd-2-4000-28           0.0                9653.55         
atlas_2010_14293     MB-SSd-4-1000-10           0.0                9653.55         
atlas_2010_14293     MB-SSd-4-1000-16           0.0                9653.55         
atlas_2010_14293     MB-SSd-4-1000-22           0.0                9653.55         
atlas_2010_14293     MB-SSd-4-1600-10           0.0                9653.55         
atlas_2010_14293     MB-SSd-4-1600-16           0.0                9653.55         
atlas_2010_14293     MB-SSd-4-1600-22           0.0                9653.55         
atlas_2010_14293     MB-SSd-4-2200-16           0.0                9653.55         
atlas_2010_14293     MB-SSd-4-2200-22           0.0                9653.55         
atlas_2010_14293     MB-SSd-4-2800-16           0.0                9653.55         
atlas_2010_14293     MB-SSd-4-2800-22           0.0                9653.55         
atlas_2010_14293     SR-2j-1600                 0.0                9653.55         
atlas_2010_14293     SR-2j-2200                 0.0                9653.55         
atlas_2010_14293     SR-2j-2800                 0.0                9653.55         
atlas_2010_14293     SR-4j-1000                 0.0                9653.55         
atlas_2010_14293     SR-4j-2200                 0.0                9653.55         
atlas_2010_14293     SR-4j-3400                 0.0                9653.55         
atlas_2010_14293     SR-5j-1600                 0.0                9653.55         
atlas_2010_14293     SR-6j-1000                 0.0                9653.55         
atlas_2010_14293     SR-6j-2200                 0.0                9653.55         
atlas_2010_14293     SR-6j-3400                 0.0                9653.55         
atlas_2101_01629     2J_btag_1300               0.0                9653.55         
atlas_2101_01629     2J_btag_1900               0.0                9653.55         
atlas_2101_01629     2J_btag_700                0.0                9653.55         
atlas_2101_01629     2J_bveto_1300              0.0                9653.55         
atlas_2101_01629     2J_bveto_1900              0.0                9653.55         
atlas_2101_01629     2J_bveto_700               0.0                9653.55         
atlas_2101_01629     2J_disc_gluino             0.0                9653.55         
atlas_2101_01629     2J_disc_squark             0.0                9653.55         
atlas_2101_01629     4J_disc_hx                 0.0                9653.55         
atlas_2101_01629     4J_disc_lx                 0.0                9653.55         
atlas_2101_01629     4J_hx_btag_1000            0.0                9653.55         
atlas_2101_01629     4J_hx_btag_1600            0.0                9653.55         
atlas_2101_01629     4J_hx_btag_2200            0.0                9653.55         
atlas_2101_01629     4J_hx_bveto_1000           0.0                9653.55         
atlas_2101_01629     4J_hx_bveto_1600           0.0                9653.55         
atlas_2101_01629     4J_hx_bveto_2200           0.0                9653.55         
atlas_2101_01629     4J_lx_btag_1000            0.0                9653.55         
atlas_2101_01629     4J_lx_btag_1600            0.0                9653.55         
atlas_2101_01629     4J_lx_btag_2200            0.0                9653.55         
atlas_2101_01629     4J_lx_bveto_1000           0.0                9653.55         
atlas_2101_01629     4J_lx_bveto_1600           0.0                9653.55         
atlas_2101_01629     4J_lx_bveto_2200           0.0                9653.55         
atlas_2101_01629     6J_btag_1400               0.0                9653.55         
atlas_2101_01629     6J_btag_2100               0.0                9653.55         
atlas_2101_01629     6J_btag_2800               0.0                9653.55         
atlas_2101_01629     6J_btag_700                0.0                9653.55         
atlas_2101_01629     6J_bveto_1400              0.0                9653.55         
atlas_2101_01629     6J_bveto_2100              0.0                9653.55         
atlas_2101_01629     6J_bveto_2800              0.0                9653.55         
atlas_2101_01629     6J_bveto_700               0.0                9653.55         
atlas_2101_01629     6J_disc_gluino             0.0                9653.55         
atlas_2101_01629     6J_disc_squark             0.0                9653.55         
atlas_2103_11684     SR0-ZZloose                0.0                9653.55         
atlas_2103_11684     SR0-ZZtight                0.0                9653.55         
atlas_2106_09609     SR1                        0.0                9653.55         
atlas_2106_09609     SR10                       0.0                9653.55         
atlas_2106_09609     SR11                       0.0                9653.55         
atlas_2106_09609     SR12                       0.0                9653.55         
atlas_2106_09609     SR13                       0.0                9653.55         
atlas_2106_09609     SR14                       0.0                9653.55         
atlas_2106_09609     SR15                       0.0                9653.55         
atlas_2106_09609     SR16                       0.0                9653.55         
atlas_2106_09609     SR17                       0.0                9653.55         
atlas_2106_09609     SR18                       0.0                9653.55         
atlas_2106_09609     SR19                       0.0                9653.55         
atlas_2106_09609     SR2                        0.0                9653.55         
atlas_2106_09609     SR20                       0.0                9653.55         
atlas_2106_09609     SR21                       0.0                9653.55         
atlas_2106_09609     SR3                        0.0                9653.55         
atlas_2106_09609     SR4                        0.0                9653.55         
atlas_2106_09609     SR5                        0.0                9653.55         
atlas_2106_09609     SR6                        0.0                9653.55         
atlas_2106_09609     SR7                        0.0                9653.55         
atlas_2106_09609     SR8                        0.0                9653.55         
atlas_2106_09609     SR9                        0.0                9653.55         
atlas_2211_08028     SR-Gbb-2000-1800           0.0                9653.55         
atlas_2211_08028     SR-Gbb-2100-1600           0.0                9653.55         
atlas_2211_08028     SR-Gbb-2300-1000           0.0                9653.55         
atlas_2211_08028     SR-Gbb-2800-1400           0.0                9653.55         
atlas_2211_08028     SR-Gbb-B                   0.0                9653.55         
atlas_2211_08028     SR-Gbb-C                   0.0                9653.55         
atlas_2211_08028     SR-Gbb-M                   0.0                9653.55         
atlas_2211_08028     SR-Gtb-B                   0.0                9653.55         
atlas_2211_08028     SR-Gtb-C                   0.0                9653.55         
atlas_2211_08028     SR-Gtb-M                   0.0                9653.55         
atlas_2211_08028     SR-Gtt-0L-B                0.0                9653.55         
atlas_2211_08028     SR-Gtt-0L-C                0.0                9653.55         
atlas_2211_08028     SR-Gtt-0L-M1               0.0                9653.55         
atlas_2211_08028     SR-Gtt-0L-M2               0.0                9653.55         
atlas_2211_08028     SR-Gtt-1800-1              0.0                9653.55         
atlas_2211_08028     SR-Gtt-1900-1400           0.0                9653.55         
atlas_2211_08028     SR-Gtt-1L-B                0.0                9653.55         
atlas_2211_08028     SR-Gtt-1L-C                0.0                9653.55         
atlas_2211_08028     SR-Gtt-1L-M1               0.0                9653.55         
atlas_2211_08028     SR-Gtt-1L-M2               0.0                9653.55         
atlas_2211_08028     SR-Gtt-2100-1              0.0                9653.55         
atlas_2211_08028     SR-Gtt-2300-1200           0.0                9653.55         
atlas_conf_2015_082  SRZ                        0.0                222.24          
atlas_conf_2016_013  0J_6j_2b                   9334.08            1441.10496079   
atlas_conf_2016_013  0J_6j_3b                   888.96             444.504258304   
atlas_conf_2016_013  0J_6j_m4b                  0.0                222.24          
atlas_conf_2016_013  1J_6j_3b-HM                0.0                222.24          
atlas_conf_2016_013  1J_6j_3b_LM                0.0                222.24          
atlas_conf_2016_013  1J_6j_m4b-HM               0.0                222.24          
atlas_conf_2016_013  1J_6j_m4b_LM               0.0                222.24          
atlas_conf_2016_013  m2J_6j_2b                  0.0                222.24          
atlas_conf_2016_013  m2J_6j_3b                  0.0                222.24          
atlas_conf_2016_013  m2J_6j_m4b                 0.0                222.24          
atlas_conf_2016_050  SR1                        0.0                916.74          
atlas_conf_2016_050  bC2x_diag                  0.0                916.74          
atlas_conf_2016_050  bC2x_med                   0.0                916.74          
atlas_conf_2016_050  bCbv                       0.0                916.74          
atlas_conf_2016_050  tN_high                    0.0                916.74          
atlas_conf_2016_054  GG2J                       0.0                1027.86         
atlas_conf_2016_054  GG4J_high_x                0.0                1027.86         
atlas_conf_2016_054  GG4J_low_x                 0.0                1027.86         
atlas_conf_2016_054  GG4J_low_x_b_veto          0.0                1027.86         
atlas_conf_2016_054  GG6J_bulk                  0.0                1027.86         
atlas_conf_2016_054  GG6J_high_mass             0.0                1027.86         
atlas_conf_2016_054  SS4J                       0.0                1027.86         
atlas_conf_2016_054  SS4J_lox_x                 0.0                1027.86         
atlas_conf_2016_054  SS5J                       0.0                1027.86         
atlas_conf_2016_054  SS5J_high_x                0.0                1027.86         
atlas_conf_2016_066  SRH                        0.0                923.685         
atlas_conf_2016_066  SRL                        0.0                923.685         
atlas_conf_2016_076  SR_high                    0.0                923.685         
atlas_conf_2016_076  SR_low                     0.0                923.685         
atlas_conf_2016_076  SR_t_df                    0.0                923.685         
atlas_conf_2016_076  SR_t_sf                    0.0                923.685         
atlas_conf_2016_076  SR_w_df                    0.0                923.685         
atlas_conf_2016_076  SR_w_sf                    0.0                923.685         
atlas_conf_2016_096  2LADF                      923.685            923.697603205   
atlas_conf_2016_096  2LASF                      0.0                923.685         
atlas_conf_2016_096  2LBDF                      923.685            923.697603205   
atlas_conf_2016_096  2LBSF                      0.0                923.685         
atlas_conf_2016_096  2LCDF                      0.0                923.685         
atlas_conf_2016_096  2LCSF                      0.0                923.685         
atlas_conf_2016_096  3LH                        0.0                923.685         
atlas_conf_2016_096  3LI                        0.0                923.685         
atlas_conf_2017_060  EM1                        0.0                2507.14         
atlas_conf_2017_060  EM10                       0.0                2507.14         
atlas_conf_2017_060  EM2                        0.0                2507.14         
atlas_conf_2017_060  EM3                        2507.14            2507.17420863   
atlas_conf_2017_060  EM4                        0.0                2507.14         
atlas_conf_2017_060  EM5                        0.0                2507.14         
atlas_conf_2017_060  EM6                        0.0                2507.14         
atlas_conf_2017_060  EM7                        0.0                2507.14         
atlas_conf_2017_060  EM8                        0.0                2507.14         
atlas_conf_2017_060  EM9                        0.0                2507.14         
atlas_conf_2017_060  IM1                        0.0                2507.14         
atlas_conf_2017_060  IM10                       0.0                2507.14         
atlas_conf_2017_060  IM2                        2507.14            2507.17420863   
atlas_conf_2017_060  IM3                        2507.14            2507.17420863   
atlas_conf_2017_060  IM4                        0.0                2507.14         
atlas_conf_2017_060  IM5                        0.0                2507.14         
atlas_conf_2017_060  IM6                        0.0                2507.14         
atlas_conf_2017_060  IM7                        0.0                2507.14         
atlas_conf_2017_060  IM8                        0.0                2507.14         
atlas_conf_2017_060  IM9                        0.0                2507.14         
atlas_conf_2019_020  SR-ISR                     0.0                9653.55         
atlas_conf_2019_020  SR-low                     0.0                9653.55         
atlas_conf_2020_048  EM00                       38614.2            19308.1537201   
atlas_conf_2020_048  EM01                       9653.55            9653.6817177    
atlas_conf_2020_048  EM02                       0.0                9653.55         
atlas_conf_2020_048  EM03                       0.0                9653.55         
atlas_conf_2020_048  EM04                       0.0                9653.55         
atlas_conf_2020_048  EM05                       0.0                9653.55         
atlas_conf_2020_048  EM06                       0.0                9653.55         
atlas_conf_2020_048  EM07                       0.0                9653.55         
atlas_conf_2020_048  EM08                       0.0                9653.55         
atlas_conf_2020_048  EM09                       0.0                9653.55         
atlas_conf_2020_048  EM10                       0.0                9653.55         
atlas_conf_2020_048  EM11                       0.0                9653.55         
atlas_conf_2020_048  EM12                       0.0                9653.55         
atlas_conf_2020_048  IM00                       48267.75           21587.4666327   
atlas_conf_2020_048  IM01                       9653.55            9653.6817177    
atlas_conf_2020_048  IM02                       0.0                9653.55         
atlas_conf_2020_048  IM03                       0.0                9653.55         
atlas_conf_2020_048  IM04                       0.0                9653.55         
atlas_conf_2020_048  IM05                       0.0                9653.55         
atlas_conf_2020_048  IM06                       0.0                9653.55         
atlas_conf_2020_048  IM07                       0.0                9653.55         
atlas_conf_2020_048  IM08                       0.0                9653.55         
atlas_conf_2020_048  IM09                       0.0                9653.55         
atlas_conf_2020_048  IM10                       0.0                9653.55         
atlas_conf_2020_048  IM11                       0.0                9653.55         
atlas_conf_2020_048  IM12                       0.0                9653.55         
cms_pas_sus_15_011   SRA_b0_a.lowMET            0.0                152.79          
cms_pas_sus_15_011   SRA_b0_b.mediumMET         0.0                152.79          
cms_pas_sus_15_011   SRA_b0_c.highMET           0.0                152.79          
cms_pas_sus_15_011   SRA_b0_d.vhighMET          0.0                152.79          
cms_pas_sus_15_011   SRA_b1_a.lowMET            0.0                152.79          
cms_pas_sus_15_011   SRA_b1_b.mediumMET         0.0                152.79          
cms_pas_sus_15_011   SRA_b1_c.highMET           0.0                152.79          
cms_pas_sus_15_011   SRA_b1_d.vhighMET          0.0                152.79          
cms_pas_sus_15_011   SRB_b0_a.lowMET            0.0                152.79          
cms_pas_sus_15_011   SRB_b0_b.mediumMET         0.0                152.79          
cms_pas_sus_15_011   SRB_b0_c.highMET           0.0                152.79          
cms_pas_sus_15_011   SRB_b0_d.vhighMET          0.0                152.79          
cms_pas_sus_15_011   SRB_b1_a.lowMET            0.0                152.79          
cms_pas_sus_15_011   SRB_b1_b.mediumMET         0.0                152.79          
cms_pas_sus_15_011   SRB_b1_c.highMET           0.0                152.79          
cms_pas_sus_15_011   SRB_b1_d.vhighMET          0.0                152.79          
cms_pas_sus_15_011   SRC_ATLAS                  0.0                152.79          
cms_pas_sus_15_011   SRD_cen_a.vlowMll_b0       0.0                152.79          
cms_pas_sus_15_011   SRD_cen_a.vlowMll_b1       458.37             264.650875371   
cms_pas_sus_15_011   SRD_cen_a.vlowMll_b_all    458.37             264.650875371   
cms_pas_sus_15_011   SRD_cen_b.lowMll_b0        0.0                152.79          
cms_pas_sus_15_011   SRD_cen_b.lowMll_b1        152.79             152.792084741   
cms_pas_sus_15_011   SRD_cen_b.lowMll_b_all     152.79             152.792084741   
cms_pas_sus_15_011   SRD_cen_c.mediumMll_b0     0.0                152.79          
cms_pas_sus_15_011   SRD_cen_c.mediumMll_b1     0.0                152.79          
cms_pas_sus_15_011   SRD_cen_c.mediumMll_b_all  0.0                152.79          
cms_pas_sus_15_011   SRD_cen_d.highMll_b0       0.0                152.79          
cms_pas_sus_15_011   SRD_cen_d.highMll_b1       0.0                152.79          
cms_pas_sus_15_011   SRD_cen_d.highMll_b_all    0.0                152.79          
cms_pas_sus_15_011   SRD_cen_e.vhighMll_b0      0.0                152.79          
cms_pas_sus_15_011   SRD_cen_e.vhighMll_b1      152.79             152.792084741   
cms_pas_sus_15_011   SRD_cen_e.vhighMll_b_all   152.79             152.792084741   
cms_pas_sus_15_011   SRE_for_a.vlowMll_b0       0.0                152.79          
cms_pas_sus_15_011   SRE_for_a.vlowMll_b1       0.0                152.79          
cms_pas_sus_15_011   SRE_for_a.vlowMll_b_all    0.0                152.79          
cms_pas_sus_15_011   SRE_for_b.lowMll_b0        0.0                152.79          
cms_pas_sus_15_011   SRE_for_b.lowMll_b1        0.0                152.79          
cms_pas_sus_15_011   SRE_for_b.lowMll_b_all     0.0                152.79          
cms_pas_sus_15_011   SRE_for_c.mediumMll_b0     0.0                152.79          
cms_pas_sus_15_011   SRE_for_c.mediumMll_b1     152.79             152.792084741   
cms_pas_sus_15_011   SRE_for_c.mediumMll_b_all  152.79             152.792084741   
cms_pas_sus_15_011   SRE_for_d.highMll_b0       0.0                152.79          
cms_pas_sus_15_011   SRE_for_d.highMll_b1       0.0                152.79          
cms_pas_sus_15_011   SRE_for_d.highMll_b_all    0.0                152.79          
cms_pas_sus_15_011   SRE_for_e.vhighMll_b0      0.0                152.79          
cms_pas_sus_15_011   SRE_for_e.vhighMll_b1      0.0                152.79          
cms_pas_sus_15_011   SRE_for_e.vhighMll_b_all   0.0                152.79          
cms_sus_16_025       SR1_weakino_1low_mll_1     0.0                895.905         
cms_sus_16_025       SR1_weakino_1low_mll_2     0.0                895.905         
cms_sus_16_025       SR1_weakino_1low_mll_3     0.0                895.905         
cms_sus_16_025       SR1_weakino_1low_mll_4     0.0                895.905         
cms_sus_16_025       SR1_weakino_2high_mll_1    0.0                895.905         
cms_sus_16_025       SR1_weakino_2high_mll_2    0.0                895.905         
cms_sus_16_025       SR1_weakino_2high_mll_3    0.0                895.905         
cms_sus_16_025       SR1_weakino_2high_mll_4    0.0                895.905         
cms_sus_16_025       SR2_stop_1low_pt_1         0.0                895.905         
cms_sus_16_025       SR2_stop_1low_pt_2         0.0                895.905         
cms_sus_16_025       SR2_stop_1low_pt_3         0.0                895.905         
cms_sus_16_025       SR2_stop_2high_pt_1        0.0                895.905         
cms_sus_16_025       SR2_stop_2high_pt_2        895.905            895.917224161   
cms_sus_16_025       SR2_stop_2high_pt_3        0.0                895.905         
cms_sus_16_039       SR_A01                     0.0                2493.26         
cms_sus_16_039       SR_A02                     2493.26            2493.29401924   
cms_sus_16_039       SR_A03                     0.0                2493.26         
cms_sus_16_039       SR_A04                     0.0                2493.26         
cms_sus_16_039       SR_A05                     0.0                2493.26         
cms_sus_16_039       SR_A06                     2493.26            2493.29401924   
cms_sus_16_039       SR_A07                     0.0                2493.26         
cms_sus_16_039       SR_A08                     0.0                2493.26         
cms_sus_16_039       SR_A09                     0.0                2493.26         
cms_sus_16_039       SR_A10                     0.0                2493.26         
cms_sus_16_039       SR_A11                     0.0                2493.26         
cms_sus_16_039       SR_A12                     0.0                2493.26         
cms_sus_16_039       SR_A13                     0.0                2493.26         
cms_sus_16_039       SR_A14                     0.0                2493.26         
cms_sus_16_039       SR_A15                     0.0                2493.26         
cms_sus_16_039       SR_A16                     0.0                2493.26         
cms_sus_16_039       SR_A17                     0.0                2493.26         
cms_sus_16_039       SR_A18                     0.0                2493.26         
cms_sus_16_039       SR_A19                     0.0                2493.26         
cms_sus_16_039       SR_A20                     0.0                2493.26         
cms_sus_16_039       SR_A21                     0.0                2493.26         
cms_sus_16_039       SR_A22                     2493.26            2493.29401924   
cms_sus_16_039       SR_A23                     0.0                2493.26         
cms_sus_16_039       SR_A24                     0.0                2493.26         
cms_sus_16_039       SR_A25                     0.0                2493.26         
cms_sus_16_039       SR_A26                     2493.26            2493.29401924   
cms_sus_16_039       SR_A27                     0.0                2493.26         
cms_sus_16_039       SR_A28                     0.0                2493.26         
cms_sus_16_039       SR_A29                     0.0                2493.26         
cms_sus_16_039       SR_A30                     0.0                2493.26         
cms_sus_16_039       SR_A31                     0.0                2493.26         
cms_sus_16_039       SR_A32                     2493.26            2493.29401924   
cms_sus_16_039       SR_A33                     0.0                2493.26         
cms_sus_16_039       SR_A34                     0.0                2493.26         
cms_sus_16_039       SR_A35                     0.0                2493.26         
cms_sus_16_039       SR_A36                     0.0                2493.26         
cms_sus_16_039       SR_A37                     0.0                2493.26         
cms_sus_16_039       SR_A38                     0.0                2493.26         
cms_sus_16_039       SR_A39                     0.0                2493.26         
cms_sus_16_039       SR_A40                     0.0                2493.26         
cms_sus_16_039       SR_A41                     0.0                2493.26         
cms_sus_16_039       SR_A42                     0.0                2493.26         
cms_sus_16_039       SR_A43                     0.0                2493.26         
cms_sus_16_039       SR_A44                     0.0                2493.26         
cms_sus_16_039       SR_B01                     2493.26            2493.29401924   
cms_sus_16_039       SR_B02                     4986.52            3526.09832682   
cms_sus_16_039       SR_B03                     0.0                2493.26         
cms_sus_16_039       SR_B04                     0.0                2493.26         
cms_sus_16_039       SR_B05                     0.0                2493.26         
cms_sus_16_039       SR_B06                     0.0                2493.26         
cms_sus_16_039       SR_C01                     0.0                2493.26         
cms_sus_16_039       SR_C02                     0.0                2493.26         
cms_sus_16_039       SR_C03                     0.0                2493.26         
cms_sus_16_039       SR_C04                     0.0                2493.26         
cms_sus_16_039       SR_C05                     0.0                2493.26         
cms_sus_16_039       SR_C06                     0.0                2493.26         
cms_sus_16_039       SR_C07                     0.0                2493.26         
cms_sus_16_039       SR_C08                     0.0                2493.26         
cms_sus_16_039       SR_C09                     0.0                2493.26         
cms_sus_16_039       SR_C10                     0.0                2493.26         
cms_sus_16_039       SR_C11                     0.0                2493.26         
cms_sus_16_039       SR_C12                     0.0                2493.26         
cms_sus_16_039       SR_C13                     0.0                2493.26         
cms_sus_16_039       SR_C14                     0.0                2493.26         
cms_sus_16_039       SR_C15                     0.0                2493.26         
cms_sus_16_039       SR_C16                     0.0                2493.26         
cms_sus_16_039       SR_C17                     2493.26            2493.29401924   
cms_sus_16_039       SR_C18                     0.0                2493.26         
cms_sus_16_039       SR_D01                     0.0                2493.26         
cms_sus_16_039       SR_D02                     0.0                2493.26         
cms_sus_16_039       SR_D03                     0.0                2493.26         
cms_sus_16_039       SR_D04                     0.0                2493.26         
cms_sus_16_039       SR_D05                     0.0                2493.26         
cms_sus_16_039       SR_D06                     0.0                2493.26         
cms_sus_16_039       SR_D07                     0.0                2493.26         
cms_sus_16_039       SR_D08                     0.0                2493.26         
cms_sus_16_039       SR_D09                     0.0                2493.26         
cms_sus_16_039       SR_D10                     0.0                2493.26         
cms_sus_16_039       SR_D11                     2493.26            2493.29401924   
cms_sus_16_039       SR_D12                     0.0                2493.26         
cms_sus_16_039       SR_D13                     0.0                2493.26         
cms_sus_16_039       SR_D14                     0.0                2493.26         
cms_sus_16_039       SR_D15                     0.0                2493.26         
cms_sus_16_039       SR_D16                     0.0                2493.26         
cms_sus_16_039       SR_E01                     0.0                2493.26         
cms_sus_16_039       SR_E02                     2493.26            2493.29401924   
cms_sus_16_039       SR_E03                     0.0                2493.26         
cms_sus_16_039       SR_E04                     2493.26            2493.29401924   
cms_sus_16_039       SR_E05                     0.0                2493.26         
cms_sus_16_039       SR_E06                     0.0                2493.26         
cms_sus_16_039       SR_E07                     0.0                2493.26         
cms_sus_16_039       SR_E08                     0.0                2493.26         
cms_sus_16_039       SR_E09                     0.0                2493.26         
cms_sus_16_039       SR_E10                     0.0                2493.26         
cms_sus_16_039       SR_E11                     0.0                2493.26         
cms_sus_16_039       SR_E12                     0.0                2493.26         
cms_sus_16_039       SR_F01                     0.0                2493.26         
cms_sus_16_039       SR_F02                     0.0                2493.26         
cms_sus_16_039       SR_F03                     0.0                2493.26         
cms_sus_16_039       SR_F04                     0.0                2493.26         
cms_sus_16_039       SR_F05                     0.0                2493.26         
cms_sus_16_039       SR_F06                     0.0                2493.26         
cms_sus_16_039       SR_F07                     0.0                2493.26         
cms_sus_16_039       SR_F08                     0.0                2493.26         
cms_sus_16_039       SR_F09                     0.0                2493.26         
cms_sus_16_039       SR_F10                     0.0                2493.26         
cms_sus_16_039       SR_F11                     0.0                2493.26         
cms_sus_16_039       SR_F12                     0.0                2493.26         
cms_sus_16_039       SR_G01                     0.0                2493.26         
cms_sus_16_039       SR_G02                     0.0                2493.26         
cms_sus_16_039       SR_G03                     0.0                2493.26         
cms_sus_16_039       SR_G04                     0.0                2493.26         
cms_sus_16_039       SR_G05                     0.0                2493.26         
cms_sus_16_039       SR_H01                     0.0                2493.26         
cms_sus_16_039       SR_H02                     0.0                2493.26         
cms_sus_16_039       SR_H03                     0.0                2493.26         
cms_sus_16_039       SR_H04                     0.0                2493.26         
cms_sus_16_039       SR_I01                     0.0                2493.26         
cms_sus_16_039       SR_I02                     0.0                2493.26         
cms_sus_16_039       SR_I03                     0.0                2493.26         
cms_sus_16_039       SR_I04                     0.0                2493.26         
cms_sus_16_039       SR_J01                     0.0                2493.26         
cms_sus_16_039       SR_J02                     0.0                2493.26         
cms_sus_16_039       SR_J03                     0.0                2493.26         
cms_sus_16_039       SR_J04                     0.0                2493.26         
cms_sus_16_039       SR_K01                     0.0                2493.26         
cms_sus_16_039       SR_K02                     0.0                2493.26         
cms_sus_16_039       SR_K03                     0.0                2493.26         
cms_sus_16_039       SS01                       0.0                2493.26         
cms_sus_16_039       SS02                       0.0                2493.26         
cms_sus_16_039       SS03                       0.0                2493.26         
cms_sus_16_039       SS04                       0.0                2493.26         
cms_sus_16_039       SS05                       0.0                2493.26         
cms_sus_16_039       SS06                       0.0                2493.26         
cms_sus_16_039       SS07                       0.0                2493.26         
cms_sus_16_039       SS08                       0.0                2493.26         
cms_sus_16_039       SS09                       0.0                2493.26         
cms_sus_16_039       SS10                       0.0                2493.26         
cms_sus_16_039       SS11                       0.0                2493.26         
cms_sus_16_039       SS12                       0.0                2493.26         
cms_sus_16_039       SS13                       0.0                2493.26         
cms_sus_16_039       SS14                       0.0                2493.26         
cms_sus_16_039       SS15                       0.0                2493.26         
cms_sus_16_039       SS16                       2493.26            2493.29401924   
cms_sus_16_039       SS17                       0.0                2493.26         
cms_sus_16_039       SS18                       0.0                2493.26         
cms_sus_16_039       SS19                       0.0                2493.26         
cms_sus_16_039       SS20                       0.0                2493.26         
cms_sus_16_039       SS21                       0.0                2493.26         
cms_sus_16_039       SS22                       2493.26            2493.29401924   
