analysis             sr                         o          b          db              s              ds              s95obs    s95exp    robscons         rexpcons         
atlas_1706_03731     Rpc2L0bS                   7.0        6.0        1.8             0.0            3.60978499082   8.3       7.3       0                0                
atlas_1706_03731     Rpc2L1bH                   13.0       9.8        2.6             0.0            3.60978499082   11.9      9.6       0                0                
atlas_1706_03731     Rpc2L1bS                   14.0       9.8        2.9             0.0            3.60978499082   13.5      9.9       0                0                
atlas_1706_03731     Rpc2L2bH                   0.0        1.08       0.32            0.0            3.60978499082   3.02      3.6       0                0                
atlas_1706_03731     Rpc2L2bS                   3.0        3.3        1.0             0.0            3.60978499082   5.1       5.4       0                0                
atlas_1706_03731     Rpc2Lsoft1b                4.0        5.8        2.5             0.0            3.60978499082   5.6       6.6       0                0                
atlas_1706_03731     Rpc2Lsoft2b                5.0        3.8        1.6             0.0            3.60978499082   7.2       6.2       0                0                
atlas_1706_03731     Rpc3L0bH                   3.0        3.3        0.8             0.0            3.60978499082   5.2       5.5       0                0                
atlas_1706_03731     Rpc3L0bS                   9.0        11.0       3.0             0.0            3.60978499082   8.0       9.0       0                0                
atlas_1706_03731     Rpc3L1bH                   4.0        3.9        0.9             0.0            3.60978499082   5.7       5.7       0                0                
atlas_1706_03731     Rpc3L1bS                   20.0       17.0       4.0             0.0            3.60978499082   14.0      12.0      0                0                
atlas_1706_03731     Rpc3LSS1b                  1.0        1.6        0.8             0.0            3.60978499082   3.8       4.2       0                0                
atlas_1706_03731     Rpv2L0b                    2.0        1.0        0.4             0.0            3.60978499082   4.8       4.1       0                0                
atlas_1706_03731     Rpv2L1bH                   2.0        1.6        0.4             0.0            3.60978499082   4.4       4.0       0                0                
atlas_1706_03731     Rpv2L1bM                   9.0        4.8        1.6             0.0            3.60978499082   11.2      7.3       0                0                
atlas_1706_03731     Rpv2L1bS                   26.0       25.0       7.0             0.0            3.60978499082   17.0      16.0      0                0                
atlas_1706_03731     Rpv2L2bH                   1.0        1.6        0.5             0.0            3.60978499082   3.7       4.0       0                0                
atlas_1706_03731     Rpv2L2bS                   20.0       19.0       7.0             0.0            3.60978499082   16.0      15.0      0                0                
atlas_1708_07875     sr1-lowmass                10.0       14.0       6.0             0.0            3.60978499082   9.386     11.191    0                0                
atlas_1708_07875     sr2-highmass               5.0        3.7        1.4             0.0            3.60978499082   7.22      6.137     0                0                
atlas_1709_04183     SRA-T0                     18.0       18.7       2.7             0.0            3.60978499082   10.4      10.8      0                0                
atlas_1709_04183     SRA-TT                     11.0       8.6        2.1             0.0            3.60978499082   10.6      8.3       0                0                
atlas_1709_04183     SRA-TW                     9.0        9.3        2.2             0.0            3.60978499082   8.1       8.3       0                0                
atlas_1709_04183     SRB-T0                     206.0      179.0      26.0            0.0            3.60978499082   76.0      57.0      0                0                
atlas_1709_04183     SRB-TT                     38.0       39.3       7.6             0.0            3.60978499082   17.9      19.3      0                0                
atlas_1709_04183     SRB-TW                     53.0       52.4       7.4             0.0            3.60978499082   20.7      20.5      0                0                
atlas_1709_04183     SRC1                       20.0       20.5       6.6             0.0            3.60978499082   14.1      14.9      0                0                
atlas_1709_04183     SRC2                       22.0       27.6       4.9             0.0            3.60978499082   10.4      13.5      0                0                
atlas_1709_04183     SRC3                       22.0       18.9       3.4             0.0            3.60978499082   14.3      12.7      0                0                
atlas_1709_04183     SRC4                       1.0        7.7        1.2             0.0            3.60978499082   5.2       6.8       0                0                
atlas_1709_04183     SRC5                       0.0        0.9        0.7             0.0            3.60978499082   3.0       3.2       0                0                
atlas_1709_04183     SRD-high                   11.0       8.5        1.5             0.0            3.60978499082   9.9       7.7       0                0                
atlas_1709_04183     SRD-low                    27.0       25.1       6.2             0.0            3.60978499082   16.7      15.9      0                0                
atlas_1709_04183     SRE                        3.0        3.6        0.8             0.0            3.60978499082   4.8       5.5       0                0                
atlas_1712_02332     2j-1200                    582.0      517.0      31.0            0.0            3.60978499082   128.0     77.0      0                0                
atlas_1712_02332     2j-1600                    204.0      216.0      18.0            0.0            3.60978499082   38.0      43.0      0                0                
atlas_1712_02332     2j-2000                    70.0       88.0       9.0             0.0            3.60978499082   15.0      24.0      0                0                
atlas_1712_02332     2j-2100                    180.0      143.0      13.0            0.0            3.60978499082   67.0      37.0      0                0                
atlas_1712_02332     2j-2400                    33.0       40.0       4.0             0.0            3.60978499082   11.0      15.0      0                0                
atlas_1712_02332     2j-2800                    17.0       15.5       1.9             0.0            3.60978499082   10.7      9.7       0                0                
atlas_1712_02332     2j-3600                    5.0        3.3        0.8             0.0            3.60978499082   7.0       5.3       0                0                
atlas_1712_02332     2j-B1600                   23.0       21.0       4.0             0.0            3.60978499082   14.0      13.0      0                0                
atlas_1712_02332     2j-B2400                   2.0        3.9        1.0             0.0            3.60978499082   4.1       5.6       0                0                
atlas_1712_02332     3j-1300                    405.0      378.0      28.0            0.0            3.60978499082   86.0      67.0      0                0                
atlas_1712_02332     4j-1000                    135.0      120.0      11.0            0.0            3.60978499082   43.0      31.0      0                0                
atlas_1712_02332     4j-1400                    179.0      169.0      15.0            0.0            3.60978499082   46.0      39.0      0                0                
atlas_1712_02332     4j-1800                    53.0       43.0       6.0             0.0            3.60978499082   27.0      19.0      0                0                
atlas_1712_02332     4j-2200                    23.0       15.4       2.2             0.0            3.60978499082   17.6      10.2      0                0                
atlas_1712_02332     4j-2600                    4.0        4.0        1.2             0.0            3.60978499082   5.8       6.1       0                0                
atlas_1712_02332     4j-3000                    2.0        1.8        0.6             0.0            3.60978499082   4.4       4.3       0                0                
atlas_1712_02332     5j-1600                    122.0      119.0      12.0            0.0            3.60978499082   34.0      32.0      0                0                
atlas_1712_02332     5j-1700                    45.0       39.0       5.0             0.0            3.60978499082   21.0      17.0      0                0                
atlas_1712_02332     5j-2000                    52.0       58.0       7.0             0.0            3.60978499082   16.0      20.0      0                0                
atlas_1712_02332     5j-2600                    10.0       5.7        1.3             0.0            3.60978499082   11.3      7.2       0                0                
atlas_1712_02332     6j-1200                    250.0      249.0      30.0            0.0            3.60978499082   62.0      64.0      0                0                
atlas_1712_02332     6j-1800                    9.0        3.0        1.3             0.0            3.60978499082   12.8      7.2       0                0                
atlas_1712_02332     6j-2200                    3.0        1.6        0.5             0.0            3.60978499082   5.8       4.2       0                0                
atlas_1712_02332     6j-2600                    1.0        0.8        0.6             0.0            3.60978499082   3.5       3.5       0                0                
atlas_1712_08119     SRE-MLL-03                 0.0        0.01       0.1             0.0            3.60978499082   2.97      2.99      0                0                
atlas_1712_08119     SRE-MLL-05                 1.0        0.6        0.7             0.0            3.60978499082   3.8       3.5       0                0                
atlas_1712_08119     SRE-MLL-10                 1.0        2.4        1.0             0.0            3.60978499082   3.6       4.5       0                0                
atlas_1712_08119     SRE-MLL-20                 10.0       8.3        1.6             0.0            3.60978499082   9.0       7.7       0                0                
atlas_1712_08119     SRE-MLL-30                 4.0        4.0        1.0             0.0            3.60978499082   5.9       5.8       0                0                
atlas_1712_08119     SRE-MLL-40                 6.0        2.4        0.6             0.0            3.60978499082   9.1       5.2       0                0                
atlas_1712_08119     SRE-MLL-60                 2.0        1.4        0.5             0.0            3.60978499082   4.6       4.0       0                0                
atlas_1712_08119     SRE-MT2-102                3.0        3.5        1.2             0.0            3.60978499082   5.0       5.5       0                0                
atlas_1712_08119     SRE-MT2-105                10.0       11.0       2.0             0.0            3.60978499082   8.0       8.0       0                0                
atlas_1712_08119     SRE-MT2-110                37.0       33.0       4.0             0.0            3.60978499082   18.0      15.0      0                0                
atlas_1712_08119     SRE-MT2-120                42.0       42.0       4.0             0.0            3.60978499082   16.0      16.0      0                0                
atlas_1712_08119     SRE-MT2-130                10.0       15.7       2.0             0.0            3.60978499082   6.2       9.7       0                0                
atlas_1712_08119     SRE-MT2-999                7.0        7.5        1.1             0.0            3.60978499082   6.7       7.1       0                0                
atlas_1712_08119     SRI-MLL-03                 1.0        1.7        0.9             0.0            3.60978499082   3.6       4.3       0                0                
atlas_1712_08119     SRI-MLL-05                 4.0        3.1        1.2             0.0            3.60978499082   6.5       5.5       0                0                
atlas_1712_08119     SRI-MLL-10                 12.0       8.9        2.5             0.0            3.60978499082   11.4      9.3       0                0                
atlas_1712_08119     SRI-MLL-20                 34.0       29.0       6.0             0.0            3.60978499082   20.0      17.0      0                0                
atlas_1712_08119     SRI-MLL-30                 40.0       38.0       6.0             0.0            3.60978499082   19.0      18.0      0                0                
atlas_1712_08119     SRI-MLL-40                 48.0       41.0       7.0             0.0            3.60978499082   26.0      20.0      0                0                
atlas_1712_08119     SRI-MLL-60                 52.0       43.0       7.0             0.0            3.60978499082   27.0      20.0      0                0                
atlas_1712_08119     SRI-MT2-102                8.0        12.4       3.1             0.0            3.60978499082   6.6       8.8       0                0                
atlas_1712_08119     SRI-MT2-105                34.0       38.0       7.0             0.0            3.60978499082   15.0      18.0      0                0                
atlas_1712_08119     SRI-MT2-110                131.0      129.0      18.0            0.0            3.60978499082   42.0      40.0      0                0                
atlas_1712_08119     SRI-MT2-120                215.0      232.0      29.0            0.0            3.60978499082   47.0      58.0      0                0                
atlas_1712_08119     SRI-MT2-130                257.0      271.0      32.0            0.0            3.60978499082   54.0      64.0      0                0                
atlas_1712_08119     SRI-MT2-999                277.0      289.0      33.0            0.0            3.60978499082   59.0      66.0      0                0                
atlas_1712_08119     SRM-MLL-03                 1.0        1.1        0.6             0.0            3.60978499082   3.6       3.6       0                0                
atlas_1712_08119     SRM-MLL-05                 2.0        1.3        0.6             0.0            3.60978499082   4.6       4.1       0                0                
atlas_1712_08119     SRM-MLL-10                 7.0        4.9        1.3             0.0            3.60978499082   8.5       6.6       0                0                
atlas_1712_08119     SRM-MLL-20                 12.0       13.1       2.2             0.0            3.60978499082   8.5       9.4       0                0                
atlas_1712_08119     SRM-MLL-30                 2.0        4.2        1.0             0.0            3.60978499082   3.9       5.5       0                0                
atlas_1712_08119     SRM-MLL-40                 2.0        1.4        0.6             0.0            3.60978499082   4.4       4.1       0                0                
atlas_1712_08119     SRM-MLL-60                 2.0        1.6        0.6             0.0            3.60978499082   4.4       4.2       0                0                
atlas_1712_08119     SRM-MT2-102                5.0        6.8        1.5             0.0            3.60978499082   5.7       6.8       0                0                
atlas_1712_08119     SRM-MT2-105                16.0       15.0       2.1             0.0            3.60978499082   11.0      10.0      0                0                
atlas_1712_08119     SRM-MT2-110                60.0       57.0       5.0             0.0            3.60978499082   21.0      19.0      0                0                
atlas_1712_08119     SRM-MT2-120                42.0       53.0       4.0             0.0            3.60978499082   10.0      17.0      0                0                
atlas_1712_08119     SRM-MT2-130                32.0       24.9       2.9             0.0            3.60978499082   19.2      13.1      0                0                
atlas_1712_08119     SRM-MT2-999                13.0       11.0       1.4             0.0            3.60978499082   10.0      8.0       0                0                
atlas_1802_03158     SRaaSH                     0.0        0.48       0.27613402543   0.0            3.60978499082   2.97      2.9       0                0                
atlas_1802_03158     SRaaSL                     0.0        0.5        0.280713376952  0.0            3.60978499082   3.0       2.9       0                0                
atlas_1802_03158     SRaaWH                     1.0        2.05       0.640078120232  0.0            3.60978499082   3.53      4.4       0                0                
atlas_1802_03158     SRaaWL                     6.0        3.7        1.1             0.0            3.60978499082   8.1       6.2       0                0                
atlas_1802_03158     SRajH                      3.0        1.14       0.500849278726  0.0            3.60978499082   6.29      4.12      0                0                
atlas_1802_03158     SRajL                      4.0        1.33       0.443846820423  0.0            3.60978499082   7.19      4.2       0                0                
atlas_1802_03158     SRajL200                   8.0        2.68       0.635019684734  0.0            3.60978499082   11.45     5.56      0                0                
atlas_1803_02762     S-2l0j-DF-100              78.0       68.0       7.0             0.0            3.60978499082   31.0      23.0      0                0                
atlas_1803_02762     S-2l0j-DF-150              11.0       11.5       3.1             0.0            3.60978499082   9.4       9.4       0                0                
atlas_1803_02762     S-2l0j-DF-200              6.0        2.1        1.9             0.0            3.60978499082   10.5      8.1       0                0                
atlas_1803_02762     S-2l0j-DF-300              2.0        0.6        0.6             0.0            3.60978499082   5.4       4.2       0                0                
atlas_1803_02762     S-2l0j-SF-loose            153.0      133.0      22.0            0.0            3.60978499082   61.0      48.0      0                0                
atlas_1803_02762     S-2l0j-SF-tight            9.0        9.8        2.9             0.0            3.60978499082   8.4       9.0       0                0                
atlas_1803_02762     S-2lj-SR2-high             0.0        1.6        1.37295302177   0.0            3.60978499082   2.9       3.6       0                0                
atlas_1803_02762     S-2lj-SR2-int              2.0        4.1        2.2360679775    0.0            3.60978499082   4.5       5.5       0                0                
atlas_1803_02762     S-2lj-SR2-low              11.0       4.2        2.65706605112   0.0            3.60978499082   14.8      11.0      0                0                
atlas_1803_02762     S-3l-WZ-0Ja                21.0       21.7       2.9             0.0            3.60978499082   11.2      11.5      0                0                
atlas_1803_02762     S-3l-WZ-0Jb                1.0        2.7        0.5             0.0            3.60978499082   3.5       4.9       0                0                
atlas_1803_02762     S-3l-WZ-1Ja                1.0        2.2        0.5             0.0            3.60978499082   3.5       4.5       0                0                
atlas_1803_02762     S-3l-WZ-1Jb                3.0        1.8        0.3             0.0            3.60978499082   5.4       4.1       0                0                
atlas_1803_02762     S-3l-WZ-1Jc                4.0        1.3        0.3             0.0            3.60978499082   7.2       3.8       0                0                
atlas_1803_02762     S-3l-WZ-OJc                2.0        1.6        0.3             0.0            3.60978499082   4.5       3.8       0                0                
atlas_1803_02762     S-3l-slep-a                4.0        2.2        0.8             0.0            3.60978499082   6.8       5.1       0                0                
atlas_1803_02762     S-3l-slep-b                3.0        2.8        0.4             0.0            3.60978499082   5.1       5.0       0                0                
atlas_1803_02762     S-3l-slep-c                9.0        5.4        0.9             0.0            3.60978499082   10.1      6.5       0                0                
atlas_1803_02762     S-3l-slep-d                0.0        1.4        0.4             0.0            3.60978499082   3.0       4.2       0                0                
atlas_1803_02762     S-3l-slep-e                0.0        1.1        0.2             0.0            3.60978499082   3.1       3.8       0                0                
atlas_1807_07447     10j                        32.0       33.0       4.4             0.0            0.320980868329  14.0      15.0      0                0                
atlas_1807_07447     11j                        3.0        7.7        6.2             0.0            0.320980868329  5.2       6.7       0                0                
atlas_1807_07447     12j                        1.0        0.3        3.5             0.0            0.320980868329  4.5       4.4       0                0                
atlas_1807_07447     131b8j                     3.0        1.3        0.4             0.0            0.320980868329  6.1       3.9       0                0                
atlas_1807_07447     13j                        0.0        0.4        0.9             0.0            0.320980868329  3.0       3.1       0                0                
atlas_1807_07447     14j                        0.0        0.3        0.6             0.0            0.320980868329  3.0       2.8       0                0                
atlas_1807_07447     1b10j                      2.0        3.0        2.6             0.0            0.320980868329  5.0       5.0       0                0                
atlas_1807_07447     1b11j                      0.0        0.1        2.0             0.0            0.320980868329  3.0       3.0       0                0                
atlas_1807_07447     1b1j                       36353.0    35000.0    6000.0          270.956        270.956644115   10791.0   10243.0   0                0                
atlas_1807_07447     1b2j                       51112.0    51100.0    6700.0          0.0            0.320980868329  11371.0   11446.0   0                0                
atlas_1807_07447     1b3j                       34169.0    34169.0    4500.0          0.0            0.320980868329  7616.0    7616.0    0                0                
atlas_1807_07447     1b4j                       15271.0    15750.0    2000.0          0.0            0.320980868329  3045.0    3292.0    0                0                
atlas_1807_07447     1b5j                       5327.0     5327.0     890.0           0.0            0.320980868329  1460.0    1460.0    0                0                
atlas_1807_07447     1b6j                       1450.0     1500.0     250.0           0.0            0.320980868329  382.0     405.0     0                0                
atlas_1807_07447     1b7j                       349.0      338.0      95.0            0.0            0.320980868329  155.0     150.0     0                0                
atlas_1807_07447     1b8j                       81.0       81.0       20.0            0.0            0.320980868329  37.0      37.0      0                0                
atlas_1807_07447     1b9j                       17.0       16.8       5.4             0.0            0.320980868329  13.1      13.1      0                0                
atlas_1807_07447     1e1b4j                     1160.0     1190.0     230.0           0.0            0.320980868329  355.0     368.0     0                0                
atlas_1807_07447     1e1b5j                     225.0      208.0      28.0            0.0            0.320980868329  72.0      59.0      0                0                
atlas_1807_07447     1e1b6j                     38.0       43.0       6.0             0.0            0.320980868329  14.0      17.0      0                0                
atlas_1807_07447     1e1b7j                     11.0       6.9        4.0             0.0            0.320980868329  13.6      11.2      0                0                
atlas_1807_07447     1e1b9j                     0.0        0.16       0.13            0.0            0.320980868329  2.9       2.88      0                0                
atlas_1807_07447     1e1g                       133.0      96.0       20.0            0.0            0.320980868329  72.0      49.0      0                0                
atlas_1807_07447     1e1g1b                     8.0        11.9       2.0             0.0            0.320980868329  6.2       8.7       0                0                
atlas_1807_07447     1e1g1b1j                   16.0       13.8       2.6             0.0            0.320980868329  11.9      10.3      0                0                
atlas_1807_07447     1e1g1b2j                   44.0       35.0       9.0             0.0            0.320980868329  28.0      22.0      0                0                
atlas_1807_07447     1e1g1b3j                   16.0       12.1       3.1             0.0            0.320980868329  13.4      10.8      0                0                
atlas_1807_07447     1e1g1b4j                   3.0        3.5        0.9             0.0            0.320980868329  4.9       5.3       0                0                
atlas_1807_07447     1e1g1b5j                   1.0        0.8        0.3             0.0            0.320980868329  3.7       3.2       0                0                
atlas_1807_07447     1e1g1j                     177.0      146.0      27.0            0.0            0.320980868329  77.0      58.0      0                0                
atlas_1807_07447     1e1g2b                     2.0        3.0        1.0             0.0            0.320980868329  4.0       5.0       0                0                
atlas_1807_07447     1e1g2b1j                   15.0       16.7       4.3             0.0            0.320980868329  10.5      11.4      0                0                
